studentId,marks
1,72
2,60
3,50
4,50
5,42
6,71
7,39
8,83
9,71
10,46
11,95
12,97
13,79
14,81
15,86
16,54
17,53
18,30
19,91
20,83
21,81
22,66
23,94
24,42
25,74
26,80
27,44
28,87
29,76
30,80
31,89
32,36
33,60
34,57
35,88
36,69
37,42
38,96
39,81
40,31
41,53
42,63
43,85
44,65
45,34
46,58
47,86
48,48
49,38
50,86
51,49
52,41
53,38
54,50
55,53
56,79
57,47
58,46
59,42
60,75
61,72
62,50
63,61
64,97
65,58
66,63
67,34
68,33
69,76
70,37
71,78
72,95
73,50
74,39
75,79
76,44
77,88
78,95
79,89
80,93
81,56
82,88
83,68
84,92
85,45
86,87
87,71
88,87
89,55
90,100
91,76
92,89
93,84
94,83
95,84
96,99
97,88
98,72
99,74
100,36
