studentId,marks
1,43
2,83
3,59
4,60
5,98
6,59
7,97
8,78
9,75
10,43
11,52
12,84
13,88
14,87
15,59
16,68
17,50
18,98
19,80
20,40
21,88
22,78
23,42
24,97
25,36
26,96
27,64
28,38
29,48
30,94
31,86
32,78
33,82
34,54
35,30
36,54
37,50
38,99
39,48
40,56
41,60
42,90
43,79
44,59
45,67
46,95
47,72
48,81
49,98
50,68
51,94
52,95
53,62
54,76
55,70
56,44
57,79
58,59
59,50
60,53
61,93
62,76
63,88
64,35
65,93
66,100
67,74
68,85
69,65
70,43
71,97
72,30
73,38
74,34
75,89
76,60
77,88
78,75
79,44
80,80
81,44
82,71
83,68
84,38
85,44
86,30
87,66
88,38
89,34
90,62
91,52
92,86
93,61
94,45
95,37
96,33
97,45
98,50
99,81
100,36
