studentId,marks
1,80
2,52
3,91
4,100
5,93
6,100
7,40
8,75
9,59
10,50
11,58
12,40
13,98
14,65
15,72
16,39
17,63
18,44
19,48
20,57
21,74
22,86
23,34
24,72
25,70
26,38
27,42
28,52
29,41
30,72
31,72
32,89
33,70
34,53
35,73
36,95
37,73
38,68
39,87
40,52
41,91
42,85
43,60
44,31
45,65
46,47
47,92
48,42
49,34
50,79
51,71
52,93
53,58
54,50
55,41
56,59
57,55
58,48
59,57
60,73
61,43
62,84
63,57
64,41
65,51
66,83
67,90
68,71
69,90
70,67
71,93
72,91
73,81
74,54
75,66
76,79
77,52
78,78
79,39
80,30
81,54
82,78
83,44
84,47
85,37
86,50
87,87
88,71
89,100
90,66
91,97
92,46
93,85
94,46
95,62
96,71
97,34
98,100
99,53
100,94
