studentId,marks
1,67
2,69
3,67
4,95
5,34
6,36
7,63
8,73
9,95
10,81
11,31
12,42
13,59
14,53
15,90
16,34
17,89
18,69
19,62
20,66
21,83
22,92
23,94
24,87
25,100
26,42
27,38
28,52
29,48
30,92
31,78
32,74
33,70
34,84
35,36
36,97
37,52
38,78
39,36
40,72
41,40
42,38
43,64
44,84
45,52
46,57
47,75
48,88
49,79
50,70
51,75
52,99
53,78
54,89
55,51
56,98
57,50
58,57
59,32
60,85
61,76
62,55
63,35
64,97
65,49
66,81
67,87
68,43
69,93
70,86
71,85
72,40
73,90
74,35
75,80
76,91
77,35
78,65
79,60
80,67
81,71
82,42
83,97
84,60
85,90
86,37
87,83
88,92
89,93
90,59
91,58
92,81
93,61
94,64
95,82
96,88
97,58
98,83
99,100
100,51
