studentId,marks
1,75
2,88
3,93
4,70
5,58
6,63
7,61
8,86
9,59
10,67
11,98
12,77
13,72
14,65
15,75
16,35
17,80
18,41
19,46
20,44
21,38
22,96
23,48
24,100
25,69
26,64
27,38
28,86
29,84
30,55
31,44
32,89
33,92
34,68
35,84
36,64
37,71
38,54
39,61
40,70
41,47
42,67
43,72
44,71
45,88
46,47
47,32
48,60
49,80
50,63
51,31
52,88
53,67
54,68
55,90
56,30
57,53
58,47
59,96
60,39
61,83
62,38
63,42
64,91
65,44
66,30
67,62
68,37
69,47
70,55
71,84
72,74
73,95
74,64
75,92
76,54
77,68
78,53
79,58
80,48
81,61
82,35
83,82
84,95
85,63
86,77
87,72
88,37
89,51
90,81
91,99
92,48
93,85
94,41
95,50
96,65
97,83
98,57
99,77
100,78
