studentId,marks
1,97
2,53
3,100
4,95
5,95
6,92
7,44
8,73
9,50
10,47
11,70
12,71
13,62
14,45
15,83
16,42
17,84
18,86
19,37
20,57
21,62
22,42
23,81
24,80
25,67
26,56
27,71
28,46
29,40
30,56
31,47
32,90
33,97
34,45
35,73
36,56
37,47
38,54
39,93
40,60
41,95
42,71
43,100
44,46
45,57
46,42
47,90
48,31
49,63
50,45
51,62
52,71
53,49
54,40
55,82
56,86
57,90
58,87
59,36
60,75
61,98
62,89
63,34
64,65
65,43
66,70
67,42
68,76
69,72
70,54
71,89
72,31
73,43
74,99
75,71
76,61
77,74
78,59
79,56
80,81
81,83
82,52
83,34
84,41
85,92
86,70
87,79
88,79
89,88
90,35
91,63
92,52
93,67
94,84
95,67
96,54
97,96
98,45
99,80
100,75
