studentId,marks
1,61
2,59
3,30
4,41
5,93
6,61
7,71
8,72
9,54
10,88
11,94
12,33
13,82
14,40
15,66
16,72
17,91
18,31
19,94
20,45
21,43
22,85
23,45
24,41
25,32
26,66
27,51
28,52
29,62
30,48
31,36
32,83
33,83
34,71
35,34
36,72
37,65
38,90
39,36
40,69
41,59
42,95
43,52
44,96
45,79
46,45
47,74
48,70
49,87
50,99
51,42
52,92
53,87
54,100
55,77
56,92
57,68
58,76
59,44
60,66
61,73
62,96
63,39
64,68
65,53
66,33
67,46
68,33
69,82
70,83
71,61
72,85
73,54
74,90
75,39
76,46
77,78
78,58
79,57
80,73
81,51
82,56
83,53
84,79
85,86
86,65
87,98
88,58
89,99
90,88
91,39
92,89
93,35
94,77
95,41
96,93
97,80
98,46
99,43
100,61
