studentId,marks
1,63
2,78
3,52
4,68
5,99
6,42
7,63
8,47
9,47
10,83
11,81
12,30
13,90
14,45
15,58
16,94
17,79
18,33
19,42
20,89
21,98
22,98
23,93
24,73
25,92
26,35
27,53
28,96
29,42
30,65
31,71
32,86
33,87
34,94
35,76
36,74
37,91
38,41
39,66
40,98
41,69
42,82
43,45
44,100
45,60
46,30
47,94
48,56
49,60
50,77
51,90
52,53
53,63
54,44
55,47
56,72
57,37
58,83
59,41
60,40
61,59
62,53
63,52
64,97
65,90
66,88
67,69
68,32
69,76
70,86
71,49
72,61
73,89
74,87
75,70
76,38
77,68
78,32
79,44
80,75
81,100
82,45
83,33
84,43
85,86
86,49
87,84
88,50
89,77
90,65
91,83
92,63
93,36
94,66
95,81
96,57
97,95
98,69
99,31
100,64
