studentId,marks
1,66
2,40
3,58
4,69
5,91
6,83
7,52
8,69
9,66
10,37
11,60
12,40
13,57
14,99
15,30
16,61
17,34
18,58
19,84
20,39
21,63
22,44
23,90
24,76
25,85
26,42
27,37
28,48
29,90
30,44
31,46
32,32
33,81
34,48
35,64
36,62
37,63
38,91
39,67
40,82
41,98
42,95
43,61
44,60
45,75
46,85
47,34
48,78
49,97
50,81
51,41
52,88
53,40
54,87
55,100
56,61
57,30
58,65
59,82
60,73
61,86
62,41
63,83
64,94
65,38
66,91
67,31
68,68
69,54
70,57
71,68
72,97
73,94
74,35
75,35
76,33
77,64
78,63
79,48
80,91
81,69
82,36
83,33
84,87
85,61
86,44
87,89
88,40
89,58
90,53
91,49
92,59
93,43
94,97
95,34
96,60
97,75
98,99
99,68
100,38
