studentId,marks
1,35
2,57
3,79
4,93
5,54
6,82
7,66
8,64
9,44
10,83
11,80
12,42
13,64
14,58
15,45
16,78
17,84
18,78
19,62
20,49
21,81
22,47
23,40
24,75
25,75
26,65
27,44
28,91
29,41
30,36
31,88
32,41
33,41
34,51
35,37
36,55
37,92
38,84
39,88
40,51
41,77
42,53
43,83
44,85
45,33
46,62
47,79
48,98
49,66
50,99
51,50
52,80
53,53
54,73
55,90
56,66
57,94
58,41
59,83
60,49
61,86
62,98
63,66
64,100
65,70
66,60
67,72
68,38
69,100
70,75
71,57
72,70
73,78
74,83
75,31
76,99
77,90
78,44
79,96
80,57
81,74
82,93
83,41
84,38
85,77
86,96
87,76
88,41
89,73
90,86
91,69
92,47
93,83
94,49
95,44
96,88
97,95
98,39
99,60
100,54
