studentId,marks
1,53
2,49
3,52
4,45
5,31
6,51
7,50
8,47
9,69
10,81
11,89
12,61
13,34
14,36
15,85
16,39
17,34
18,63
19,49
20,50
21,46
22,38
23,31
24,67
25,40
26,41
27,93
28,87
29,72
30,45
31,82
32,80
33,54
34,32
35,53
36,55
37,40
38,73
39,71
40,59
41,67
42,60
43,83
44,95
45,71
46,93
47,62
48,66
49,51
50,90
51,37
52,68
53,55
54,98
55,75
56,99
57,82
58,66
59,98
60,74
61,90
62,44
63,69
64,33
65,74
66,79
67,81
68,48
69,34
70,81
71,38
72,45
73,34
74,43
75,32
76,97
77,90
78,41
79,98
80,91
81,93
82,60
83,51
84,80
85,91
86,74
87,49
88,49
89,80
90,75
91,68
92,43
93,57
94,78
95,82
96,70
97,92
98,67
99,92
100,82
