studentId,marks
1,39
2,33
3,92
4,79
5,70
6,77
7,65
8,38
9,98
10,84
11,59
12,38
13,45
14,92
15,94
16,87
17,55
18,68
19,94
20,61
21,72
22,99
23,37
24,86
25,74
26,58
27,46
28,43
29,89
30,53
31,32
32,74
33,38
34,88
35,46
36,45
37,40
38,86
39,51
40,57
41,65
42,80
43,98
44,43
45,65
46,85
47,95
48,70
49,53
50,59
51,90
52,62
53,73
54,34
55,86
56,78
57,30
58,95
59,94
60,87
61,59
62,60
63,40
64,51
65,92
66,71
67,53
68,62
69,62
70,93
71,88
72,88
73,53
74,35
75,46
76,38
77,82
78,89
79,69
80,55
81,89
82,99
83,91
84,40
85,84
86,97
87,96
88,30
89,96
90,98
91,34
92,35
93,58
94,73
95,94
96,91
97,35
98,49
99,72
100,67
