studentId,marks
1,82
2,57
3,64
4,43
5,71
6,55
7,80
8,47
9,65
10,41
11,55
12,46
13,55
14,65
15,90
16,58
17,44
18,64
19,71
20,83
21,55
22,100
23,95
24,52
25,48
26,77
27,63
28,78
29,91
30,31
31,36
32,34
33,100
34,91
35,85
36,77
37,97
38,89
39,54
40,56
41,64
42,38
43,37
44,39
45,56
46,89
47,67
48,83
49,75
50,78
51,69
52,97
53,94
54,100
55,86
56,67
57,31
58,52
59,48
60,62
61,78
62,87
63,30
64,94
65,42
66,52
67,46
68,81
69,95
70,96
71,70
72,36
73,56
74,94
75,69
76,70
77,43
78,95
79,62
80,31
81,69
82,38
83,76
84,64
85,96
86,85
87,82
88,82
89,88
90,47
91,54
92,57
93,46
94,32
95,65
96,93
97,92
98,71
99,71
100,61
