studentId,marks
1,61
2,91
3,61
4,66
5,30
6,57
7,31
8,58
9,89
10,54
11,90
12,80
13,83
14,89
15,84
16,78
17,73
18,57
19,78
20,96
21,36
22,86
23,81
24,51
25,88
26,32
27,53
28,86
29,46
30,34
31,49
32,70
33,65
34,80
35,71
36,31
37,38
38,68
39,100
40,54
41,47
42,50
43,97
44,100
45,83
46,93
47,55
48,79
49,98
50,62
51,93
52,66
53,31
54,87
55,88
56,95
57,34
58,88
59,98
60,31
61,83
62,57
63,70
64,80
65,41
66,77
67,38
68,55
69,54
70,92
71,92
72,88
73,82
74,80
75,58
76,61
77,72
78,45
79,36
80,59
81,55
82,50
83,82
84,59
85,94
86,85
87,86
88,80
89,90
90,88
91,57
92,75
93,82
94,79
95,85
96,62
97,42
98,47
99,39
100,97
