studentId,marks
1,53
2,96
3,32
4,87
5,90
6,62
7,85
8,42
9,45
10,52
11,63
12,32
13,30
14,73
15,49
16,38
17,48
18,65
19,68
20,30
21,95
22,88
23,79
24,90
25,94
26,59
27,61
28,94
29,89
30,71
31,84
32,89
33,57
34,53
35,96
36,48
37,36
38,46
39,39
40,30
41,100
42,59
43,73
44,86
45,93
46,80
47,89
48,42
49,76
50,55
51,57
52,93
53,96
54,45
55,89
56,96
57,90
58,57
59,48
60,71
61,89
62,38
63,95
64,97
65,78
66,37
67,35
68,90
69,73
70,97
71,72
72,87
73,91
74,55
75,54
76,53
77,91
78,47
79,81
80,94
81,56
82,99
83,98
84,67
85,56
86,99
87,69
88,61
89,79
90,51
91,87
92,94
93,56
94,56
95,90
96,63
97,66
98,89
99,66
100,84
