studentId,marks
1,97
2,85
3,48
4,77
5,50
6,97
7,44
8,86
9,87
10,90
11,35
12,86
13,71
14,71
15,98
16,50
17,48
18,82
19,43
20,70
21,49
22,67
23,39
24,63
25,60
26,97
27,83
28,83
29,36
30,98
31,95
32,42
33,52
34,43
35,86
36,69
37,64
38,66
39,44
40,48
41,92
42,76
43,93
44,45
45,96
46,52
47,76
48,100
49,50
50,76
51,62
52,41
53,51
54,79
55,49
56,30
57,31
58,78
59,54
60,75
61,90
62,31
63,63
64,50
65,85
66,90
67,33
68,53
69,87
70,35
71,44
72,34
73,49
74,48
75,99
76,97
77,61
78,85
79,39
80,99
81,80
82,98
83,65
84,42
85,56
86,59
87,68
88,78
89,80
90,55
91,94
92,50
93,31
94,43
95,71
96,34
97,74
98,65
99,98
100,49
