studentId,marks
1,54
2,54
3,75
4,69
5,36
6,79
7,70
8,94
9,32
10,37
11,98
12,98
13,63
14,55
15,79
16,89
17,37
18,30
19,62
20,36
21,47
22,35
23,34
24,36
25,59
26,91
27,35
28,49
29,95
30,96
31,70
32,89
33,43
34,37
35,48
36,100
37,58
38,92
39,42
40,35
41,90
42,74
43,90
44,62
45,47
46,43
47,97
48,46
49,82
50,97
51,30
52,77
53,79
54,80
55,91
56,54
57,66
58,46
59,43
60,60
61,36
62,100
63,89
64,40
65,78
66,45
67,89
68,87
69,49
70,55
71,83
72,76
73,79
74,84
75,85
76,56
77,45
78,91
79,63
80,54
81,68
82,75
83,78
84,36
85,34
86,94
87,51
88,87
89,59
90,46
91,60
92,57
93,30
94,71
95,85
96,100
97,39
98,64
99,73
100,56
