studentId,marks
1,32
2,64
3,85
4,79
5,50
6,50
7,41
8,86
9,100
10,90
11,99
12,80
13,55
14,63
15,42
16,43
17,35
18,91
19,41
20,63
21,66
22,45
23,90
24,89
25,30
26,83
27,69
28,41
29,86
30,86
31,84
32,38
33,40
34,51
35,67
36,62
37,83
38,31
39,65
40,67
41,77
42,87
43,55
44,64
45,58
46,84
47,42
48,65
49,88
50,71
51,30
52,80
53,52
54,88
55,97
56,83
57,87
58,84
59,59
60,64
61,37
62,89
63,89
64,65
65,55
66,67
67,65
68,40
69,68
70,88
71,99
72,97
73,94
74,74
75,55
76,54
77,42
78,68
79,99
80,69
81,64
82,64
83,55
84,94
85,75
86,65
87,77
88,65
89,79
90,55
91,55
92,72
93,93
94,51
95,95
96,92
97,38
98,83
99,90
100,64
