studentId,marks
1,80
2,58
3,83
4,59
5,38
6,78
7,42
8,98
9,59
10,41
11,33
12,34
13,89
14,71
15,31
16,31
17,75
18,100
19,54
20,68
21,49
22,77
23,35
24,45
25,83
26,62
27,52
28,51
29,88
30,57
31,79
32,94
33,72
34,60
35,58
36,66
37,50
38,97
39,59
40,76
41,47
42,38
43,51
44,78
45,71
46,44
47,52
48,42
49,62
50,97
51,66
52,75
53,57
54,85
55,93
56,93
57,33
58,96
59,90
60,87
61,41
62,82
63,76
64,63
65,89
66,87
67,76
68,40
69,40
70,100
71,46
72,48
73,72
74,90
75,60
76,33
77,41
78,60
79,45
80,31
81,88
82,70
83,53
84,62
85,52
86,72
87,92
88,71
89,34
90,38
91,52
92,59
93,46
94,89
95,58
96,68
97,68
98,30
99,68
100,80
