studentId,marks
1,40
2,37
3,76
4,71
5,80
6,73
7,43
8,55
9,96
10,88
11,100
12,43
13,74
14,93
15,87
16,99
17,92
18,35
19,34
20,88
21,80
22,37
23,81
24,58
25,93
26,84
27,79
28,36
29,43
30,82
31,52
32,33
33,95
34,96
35,59
36,36
37,52
38,44
39,36
40,69
41,79
42,71
43,86
44,81
45,38
46,36
47,63
48,34
49,30
50,69
51,72
52,71
53,61
54,33
55,60
56,95
57,77
58,74
59,54
60,50
61,81
62,78
63,48
64,79
65,55
66,48
67,57
68,81
69,63
70,76
71,78
72,33
73,45
74,51
75,47
76,47
77,41
78,78
79,81
80,59
81,90
82,82
83,78
84,59
85,90
86,77
87,64
88,31
89,56
90,83
91,37
92,89
93,59
94,52
95,36
96,51
97,47
98,32
99,56
100,40
