studentId,marks
1,56
2,63
3,53
4,51
5,77
6,46
7,69
8,98
9,78
10,96
11,96
12,79
13,35
14,83
15,67
16,70
17,41
18,84
19,86
20,85
21,49
22,59
23,66
24,42
25,67
26,73
27,75
28,54
29,56
30,36
31,44
32,65
33,40
34,39
35,78
36,88
37,83
38,91
39,30
40,59
41,61
42,48
43,97
44,69
45,63
46,85
47,98
48,63
49,79
50,35
51,44
52,95
53,56
54,48
55,61
56,43
57,31
58,43
59,45
60,88
61,60
62,76
63,82
64,47
65,45
66,95
67,95
68,39
69,64
70,33
71,38
72,84
73,50
74,76
75,100
76,70
77,85
78,74
79,85
80,71
81,40
82,85
83,63
84,69
85,45
86,35
87,44
88,86
89,88
90,57
91,43
92,51
93,97
94,57
95,100
96,79
97,43
98,98
99,71
100,90
