studentId,marks
1,62
2,95
3,49
4,33
5,71
6,58
7,93
8,58
9,46
10,88
11,82
12,55
13,59
14,81
15,94
16,72
17,31
18,32
19,77
20,40
21,82
22,75
23,49
24,63
25,59
26,55
27,92
28,95
29,42
30,81
31,39
32,36
33,44
34,62
35,73
36,40
37,62
38,60
39,89
40,33
41,95
42,53
43,45
44,74
45,91
46,37
47,44
48,88
49,100
50,52
51,82
52,55
53,50
54,95
55,97
56,50
57,43
58,71
59,58
60,46
61,90
62,93
63,95
64,38
65,41
66,81
67,47
68,88
69,74
70,35
71,68
72,74
73,92
74,42
75,69
76,38
77,90
78,61
79,85
80,54
81,100
82,71
83,69
84,66
85,49
86,94
87,67
88,66
89,70
90,68
91,87
92,59
93,33
94,70
95,90
96,59
97,55
98,51
99,80
100,55
