studentId,marks
1,88
2,77
3,44
4,96
5,41
6,37
7,53
8,47
9,65
10,79
11,88
12,49
13,77
14,62
15,84
16,44
17,40
18,51
19,95
20,80
21,99
22,66
23,84
24,71
25,72
26,60
27,45
28,96
29,35
30,87
31,56
32,33
33,76
34,84
35,64
36,55
37,81
38,70
39,60
40,32
41,58
42,88
43,49
44,42
45,89
46,49
47,75
48,95
49,35
50,84
51,55
52,99
53,56
54,52
55,84
56,67
57,75
58,95
59,74
60,40
61,98
62,93
63,95
64,78
65,55
66,51
67,60
68,31
69,32
70,77
71,96
72,97
73,78
74,41
75,65
76,95
77,30
78,63
79,46
80,59
81,85
82,55
83,32
84,45
85,30
86,75
87,62
88,57
89,52
90,56
91,36
92,60
93,81
94,33
95,87
96,83
97,34
98,32
99,42
100,98
