studentId,marks
1,81
2,99
3,77
4,52
5,43
6,94
7,97
8,96
9,91
10,91
11,41
12,74
13,94
14,69
15,85
16,92
17,91
18,32
19,48
20,100
21,34
22,61
23,61
24,39
25,36
26,59
27,46
28,85
29,59
30,73
31,57
32,50
33,63
34,35
35,44
36,53
37,99
38,34
39,60
40,84
41,69
42,72
43,80
44,68
45,45
46,55
47,85
48,67
49,98
50,43
51,73
52,33
53,72
54,96
55,32
56,66
57,46
58,42
59,80
60,37
61,33
62,42
63,38
64,30
65,81
66,100
67,51
68,56
69,36
70,76
71,43
72,95
73,59
74,71
75,37
76,43
77,80
78,66
79,82
80,82
81,59
82,44
83,47
84,99
85,73
86,99
87,59
88,42
89,30
90,99
91,99
92,32
93,87
94,72
95,42
96,58
97,73
98,38
99,58
100,51
