studentId,marks
1,96
2,37
3,98
4,62
5,61
6,88
7,31
8,57
9,96
10,75
11,96
12,38
13,48
14,87
15,43
16,59
17,74
18,44
19,64
20,87
21,85
22,62
23,82
24,71
25,77
26,80
27,91
28,92
29,67
30,45
31,45
32,92
33,37
34,65
35,97
36,84
37,87
38,36
39,55
40,78
41,78
42,63
43,88
44,43
45,98
46,42
47,94
48,58
49,52
50,92
51,81
52,91
53,59
54,61
55,89
56,32
57,56
58,45
59,54
60,87
61,86
62,77
63,86
64,86
65,48
66,39
67,58
68,90
69,45
70,89
71,99
72,92
73,82
74,100
75,82
76,97
77,77
78,78
79,93
80,89
81,88
82,33
83,72
84,72
85,85
86,39
87,57
88,78
89,31
90,58
91,85
92,36
93,43
94,63
95,77
96,55
97,66
98,96
99,89
100,61
