studentId,marks
1,43
2,72
3,58
4,89
5,68
6,87
7,83
8,99
9,54
10,98
11,57
12,76
13,60
14,93
15,78
16,98
17,53
18,95
19,45
20,67
21,81
22,55
23,50
24,50
25,70
26,70
27,69
28,47
29,86
30,63
31,75
32,70
33,64
34,63
35,48
36,61
37,64
38,67
39,40
40,53
41,57
42,76
43,37
44,81
45,92
46,88
47,82
48,53
49,80
50,35
51,63
52,65
53,72
54,87
55,67
56,31
57,90
58,86
59,69
60,76
61,89
62,34
63,85
64,88
65,63
66,93
67,44
68,96
69,48
70,83
71,63
72,54
73,80
74,34
75,98
76,80
77,52
78,65
79,76
80,47
81,34
82,33
83,89
84,58
85,84
86,64
87,62
88,100
89,77
90,91
91,67
92,100
93,80
94,67
95,52
96,35
97,47
98,49
99,63
100,54
