studentId,marks
1,35
2,44
3,34
4,47
5,76
6,72
7,54
8,68
9,38
10,32
11,44
12,39
13,67
14,67
15,72
16,83
17,51
18,80
19,83
20,97
21,53
22,68
23,73
24,36
25,81
26,72
27,85
28,54
29,58
30,40
31,48
32,55
33,61
34,67
35,72
36,36
37,93
38,78
39,34
40,73
41,95
42,71
43,57
44,76
45,33
46,37
47,52
48,76
49,32
50,60
51,91
52,79
53,92
54,32
55,43
56,77
57,41
58,65
59,90
60,82
61,66
62,54
63,36
64,95
65,85
66,64
67,50
68,70
69,97
70,30
71,68
72,43
73,57
74,84
75,72
76,93
77,32
78,74
79,72
80,96
81,31
82,83
83,65
84,36
85,30
86,99
87,72
88,77
89,94
90,52
91,75
92,40
93,59
94,92
95,43
96,71
97,35
98,51
99,51
100,97
