studentId,marks
1,52
2,80
3,50
4,88
5,46
6,44
7,80
8,31
9,68
10,100
11,35
12,79
13,44
14,88
15,51
16,73
17,70
18,62
19,93
20,78
21,31
22,47
23,50
24,30
25,66
26,90
27,93
28,67
29,33
30,75
31,66
32,45
33,75
34,98
35,55
36,38
37,57
38,34
39,52
40,38
41,33
42,56
43,94
44,45
45,60
46,44
47,40
48,63
49,30
50,60
51,72
52,47
53,70
54,73
55,95
56,32
57,66
58,38
59,66
60,44
61,75
62,43
63,69
64,36
65,46
66,40
67,91
68,89
69,30
70,96
71,88
72,86
73,93
74,41
75,44
76,94
77,57
78,39
79,71
80,41
81,100
82,30
83,57
84,91
85,44
86,30
87,35
88,92
89,76
90,98
91,84
92,93
93,86
94,77
95,38
96,76
97,66
98,96
99,43
100,44
