studentId,marks
1,96
2,57
3,46
4,59
5,86
6,56
7,31
8,50
9,37
10,58
11,73
12,80
13,64
14,89
15,63
16,34
17,79
18,39
19,62
20,32
21,98
22,96
23,82
24,99
25,45
26,83
27,59
28,40
29,56
30,61
31,87
32,83
33,82
34,85
35,36
36,86
37,33
38,66
39,88
40,71
41,55
42,78
43,86
44,96
45,83
46,76
47,100
48,73
49,86
50,49
51,98
52,92
53,43
54,60
55,74
56,61
57,88
58,30
59,79
60,43
61,63
62,36
63,83
64,82
65,43
66,51
67,34
68,80
69,64
70,90
71,77
72,66
73,80
74,76
75,70
76,75
77,38
78,89
79,86
80,81
81,54
82,60
83,30
84,97
85,100
86,54
87,100
88,72
89,84
90,95
91,69
92,32
93,76
94,65
95,70
96,99
97,46
98,39
99,100
100,38
