studentId,marks
1,73
2,75
3,77
4,52
5,39
6,64
7,51
8,73
9,34
10,38
11,81
12,53
13,64
14,98
15,71
16,75
17,60
18,52
19,59
20,72
21,44
22,60
23,33
24,88
25,88
26,56
27,49
28,99
29,47
30,90
31,81
32,98
33,96
34,40
35,66
36,35
37,46
38,100
39,41
40,52
41,72
42,67
43,68
44,85
45,87
46,81
47,37
48,32
49,52
50,69
51,99
52,72
53,96
54,37
55,63
56,85
57,89
58,68
59,37
60,86
61,52
62,70
63,50
64,74
65,41
66,41
67,49
68,51
69,100
70,30
71,33
72,61
73,100
74,98
75,39
76,53
77,86
78,48
79,33
80,46
81,76
82,46
83,85
84,51
85,96
86,46
87,71
88,98
89,85
90,56
91,70
92,36
93,33
94,65
95,62
96,36
97,76
98,39
99,72
100,62
