studentId,marks
1,93
2,78
3,75
4,54
5,61
6,64
7,31
8,59
9,57
10,65
11,74
12,38
13,83
14,84
15,40
16,57
17,79
18,51
19,68
20,73
21,81
22,39
23,95
24,40
25,100
26,93
27,79
28,100
29,41
30,38
31,78
32,65
33,34
34,100
35,39
36,41
37,76
38,77
39,99
40,86
41,73
42,36
43,89
44,71
45,55
46,37
47,32
48,46
49,92
50,80
51,76
52,30
53,41
54,65
55,97
56,51
57,72
58,90
59,45
60,55
61,33
62,78
63,91
64,52
65,39
66,79
67,34
68,91
69,67
70,67
71,49
72,97
73,74
74,100
75,44
76,80
77,87
78,73
79,100
80,76
81,100
82,87
83,83
84,58
85,85
86,69
87,95
88,36
89,97
90,37
91,59
92,78
93,51
94,72
95,66
96,100
97,93
98,54
99,76
100,91
