studentId,marks
1,48
2,63
3,67
4,55
5,38
6,93
7,78
8,82
9,81
10,82
11,65
12,64
13,32
14,59
15,50
16,90
17,36
18,96
19,96
20,76
21,61
22,82
23,49
24,86
25,57
26,33
27,63
28,91
29,47
30,84
31,56
32,74
33,89
34,34
35,38
36,89
37,32
38,33
39,77
40,46
41,30
42,47
43,41
44,60
45,71
46,39
47,58
48,36
49,38
50,35
51,67
52,57
53,65
54,100
55,43
56,83
57,82
58,58
59,41
60,49
61,94
62,42
63,59
64,35
65,59
66,69
67,37
68,91
69,40
70,39
71,87
72,100
73,92
74,94
75,43
76,96
77,85
78,33
79,90
80,69
81,69
82,57
83,39
84,65
85,65
86,37
87,50
88,50
89,100
90,97
91,99
92,57
93,97
94,35
95,100
96,80
97,39
98,70
99,75
100,47
