studentId,marks
1,89
2,57
3,92
4,38
5,45
6,87
7,55
8,51
9,41
10,50
11,77
12,93
13,79
14,78
15,99
16,81
17,58
18,41
19,66
20,95
21,78
22,55
23,34
24,35
25,57
26,55
27,87
28,46
29,48
30,70
31,49
32,31
33,61
34,41
35,80
36,78
37,70
38,50
39,80
40,78
41,61
42,70
43,95
44,85
45,68
46,31
47,59
48,52
49,81
50,85
51,49
52,60
53,30
54,91
55,78
56,71
57,36
58,58
59,87
60,86
61,74
62,58
63,71
64,44
65,42
66,52
67,82
68,42
69,98
70,75
71,79
72,87
73,52
74,47
75,52
76,84
77,64
78,98
79,67
80,94
81,38
82,94
83,99
84,76
85,79
86,36
87,90
88,96
89,88
90,99
91,49
92,31
93,74
94,46
95,90
96,71
97,54
98,75
99,69
100,51
