studentId,marks
1,70
2,37
3,30
4,78
5,65
6,76
7,51
8,55
9,88
10,50
11,88
12,81
13,70
14,57
15,30
16,63
17,35
18,83
19,60
20,100
21,99
22,68
23,41
24,72
25,61
26,75
27,74
28,90
29,78
30,53
31,74
32,95
33,88
34,53
35,99
36,99
37,93
38,96
39,49
40,56
41,55
42,97
43,66
44,90
45,60
46,65
47,78
48,74
49,75
50,67
51,81
52,71
53,54
54,90
55,83
56,31
57,68
58,47
59,85
60,59
61,87
62,69
63,63
64,79
65,40
66,97
67,86
68,90
69,63
70,73
71,80
72,34
73,100
74,100
75,63
76,62
77,40
78,38
79,52
80,82
81,65
82,54
83,86
84,74
85,35
86,93
87,92
88,84
89,37
90,86
91,40
92,43
93,69
94,38
95,92
96,69
97,63
98,90
99,75
100,65
