studentId,marks
1,42
2,38
3,82
4,46
5,92
6,77
7,36
8,80
9,45
10,64
11,55
12,49
13,42
14,77
15,35
16,41
17,74
18,59
19,62
20,70
21,69
22,69
23,56
24,76
25,64
26,81
27,100
28,71
29,61
30,36
31,97
32,57
33,61
34,56
35,88
36,74
37,83
38,47
39,85
40,96
41,74
42,40
43,62
44,43
45,64
46,48
47,90
48,84
49,61
50,71
51,96
52,31
53,66
54,56
55,100
56,52
57,70
58,37
59,77
60,49
61,76
62,57
63,84
64,80
65,52
66,90
67,62
68,47
69,40
70,62
71,65
72,66
73,58
74,69
75,98
76,59
77,32
78,40
79,90
80,98
81,99
82,97
83,64
84,96
85,47
86,49
87,89
88,33
89,68
90,89
91,49
92,46
93,81
94,62
95,37
96,100
97,57
98,93
99,73
100,76
