studentId,marks
1,39
2,40
3,52
4,89
5,40
6,86
7,56
8,36
9,54
10,99
11,63
12,61
13,50
14,89
15,41
16,42
17,63
18,89
19,56
20,70
21,62
22,79
23,46
24,84
25,98
26,58
27,52
28,37
29,40
30,38
31,44
32,85
33,87
34,63
35,40
36,73
37,71
38,69
39,46
40,90
41,68
42,70
43,34
44,71
45,59
46,53
47,89
48,45
49,34
50,59
51,79
52,42
53,79
54,32
55,61
56,86
57,95
58,95
59,100
60,74
61,88
62,48
63,71
64,69
65,88
66,76
67,50
68,44
69,86
70,38
71,63
72,89
73,84
74,55
75,51
76,37
77,47
78,65
79,60
80,35
81,39
82,79
83,61
84,91
85,69
86,35
87,37
88,95
89,45
90,75
91,50
92,46
93,63
94,59
95,95
96,50
97,83
98,31
99,100
100,56
