studentId,marks
1,82
2,36
3,30
4,32
5,71
6,55
7,67
8,44
9,48
10,78
11,47
12,99
13,53
14,31
15,71
16,90
17,67
18,82
19,64
20,89
21,39
22,66
23,49
24,89
25,93
26,48
27,93
28,88
29,35
30,40
31,50
32,50
33,34
34,37
35,84
36,46
37,53
38,41
39,64
40,98
41,77
42,99
43,49
44,78
45,42
46,87
47,88
48,52
49,38
50,55
51,100
52,86
53,63
54,73
55,75
56,44
57,75
58,84
59,52
60,88
61,92
62,75
63,30
64,83
65,73
66,86
67,60
68,97
69,59
70,37
71,39
72,82
73,41
74,62
75,81
76,80
77,85
78,38
79,41
80,56
81,95
82,44
83,88
84,54
85,96
86,44
87,57
88,89
89,52
90,95
91,89
92,43
93,33
94,96
95,67
96,83
97,98
98,88
99,56
100,32
