studentId,marks
1,77
2,89
3,94
4,37
5,83
6,63
7,39
8,59
9,54
10,48
11,97
12,39
13,41
14,39
15,92
16,89
17,41
18,40
19,68
20,47
21,70
22,55
23,61
24,72
25,94
26,96
27,53
28,96
29,54
30,87
31,72
32,81
33,32
34,94
35,63
36,83
37,98
38,53
39,87
40,32
41,46
42,43
43,95
44,40
45,31
46,40
47,84
48,67
49,58
50,61
51,97
52,41
53,85
54,72
55,31
56,70
57,72
58,78
59,43
60,63
61,84
62,31
63,64
64,75
65,81
66,31
67,78
68,87
69,98
70,33
71,33
72,55
73,76
74,90
75,91
76,75
77,52
78,78
79,65
80,62
81,82
82,39
83,78
84,73
85,100
86,98
87,39
88,59
89,79
90,36
91,97
92,78
93,82
94,34
95,87
96,40
97,91
98,100
99,45
100,47
