studentId,marks
1,45
2,48
3,95
4,57
5,76
6,88
7,56
8,86
9,72
10,88
11,74
12,97
13,41
14,67
15,95
16,51
17,69
18,60
19,100
20,56
21,99
22,32
23,51
24,56
25,38
26,82
27,55
28,50
29,42
30,51
31,86
32,79
33,64
34,58
35,96
36,61
37,73
38,84
39,53
40,46
41,83
42,75
43,54
44,87
45,42
46,37
47,43
48,32
49,74
50,60
51,63
52,81
53,84
54,95
55,88
56,52
57,87
58,60
59,42
60,85
61,87
62,77
63,51
64,82
65,56
66,38
67,72
68,73
69,65
70,63
71,30
72,63
73,42
74,48
75,44
76,78
77,79
78,68
79,83
80,77
81,79
82,88
83,99
84,60
85,81
86,41
87,36
88,83
89,92
90,70
91,31
92,99
93,37
94,67
95,54
96,88
97,59
98,81
99,59
100,87
