studentId,marks
1,96
2,61
3,87
4,90
5,94
6,91
7,81
8,79
9,36
10,86
11,45
12,43
13,36
14,83
15,54
16,78
17,72
18,78
19,33
20,79
21,72
22,63
23,77
24,50
25,48
26,57
27,81
28,49
29,42
30,82
31,58
32,31
33,97
34,74
35,52
36,50
37,50
38,88
39,75
40,40
41,70
42,66
43,56
44,52
45,54
46,52
47,52
48,63
49,44
50,94
51,91
52,35
53,35
54,68
55,63
56,86
57,92
58,84
59,81
60,35
61,38
62,57
63,83
64,57
65,100
66,40
67,47
68,73
69,82
70,100
71,52
72,72
73,80
74,67
75,61
76,54
77,84
78,80
79,90
80,60
81,89
82,37
83,36
84,94
85,93
86,87
87,60
88,70
89,68
90,53
91,40
92,86
93,53
94,94
95,43
96,33
97,96
98,42
99,52
100,80
