studentId,marks
1,65
2,58
3,54
4,70
5,71
6,36
7,45
8,56
9,71
10,99
11,47
12,65
13,49
14,55
15,33
16,100
17,46
18,48
19,45
20,71
21,63
22,45
23,62
24,52
25,31
26,39
27,88
28,74
29,69
30,82
31,94
32,86
33,65
34,71
35,45
36,45
37,73
38,57
39,81
40,74
41,39
42,78
43,70
44,54
45,62
46,39
47,51
48,58
49,45
50,39
51,90
52,90
53,63
54,36
55,41
56,54
57,35
58,99
59,57
60,91
61,35
62,75
63,73
64,56
65,58
66,43
67,33
68,32
69,33
70,93
71,97
72,41
73,58
74,85
75,44
76,34
77,73
78,96
79,88
80,78
81,81
82,99
83,45
84,48
85,52
86,48
87,92
88,59
89,64
90,33
91,48
92,88
93,58
94,93
95,59
96,61
97,80
98,68
99,63
100,73
