studentId,marks
1,52
2,94
3,48
4,37
5,59
6,53
7,33
8,65
9,64
10,78
11,97
12,51
13,87
14,67
15,52
16,39
17,79
18,69
19,50
20,65
21,87
22,40
23,45
24,89
25,90
26,76
27,53
28,97
29,31
30,64
31,75
32,72
33,53
34,43
35,90
36,69
37,100
38,50
39,34
40,69
41,98
42,30
43,31
44,92
45,42
46,71
47,72
48,91
49,71
50,82
51,33
52,65
53,56
54,71
55,65
56,36
57,63
58,57
59,41
60,63
61,60
62,40
63,36
64,92
65,64
66,95
67,35
68,93
69,66
70,74
71,51
72,82
73,44
74,82
75,57
76,38
77,63
78,47
79,97
80,66
81,62
82,55
83,36
84,63
85,45
86,42
87,70
88,37
89,46
90,80
91,96
92,57
93,82
94,40
95,52
96,42
97,49
98,93
99,59
100,89
