studentId,marks
1,95
2,45
3,50
4,80
5,52
6,64
7,85
8,40
9,97
10,70
11,65
12,54
13,78
14,60
15,48
16,46
17,81
18,77
19,42
20,49
21,35
22,36
23,35
24,62
25,98
26,37
27,45
28,99
29,33
30,77
31,38
32,43
33,82
34,50
35,92
36,45
37,31
38,61
39,36
40,77
41,71
42,42
43,31
44,56
45,52
46,74
47,72
48,76
49,70
50,46
51,34
52,51
53,47
54,80
55,37
56,39
57,43
58,70
59,34
60,30
61,46
62,43
63,54
64,62
65,33
66,92
67,44
68,82
69,38
70,51
71,93
72,62
73,97
74,84
75,51
76,40
77,98
78,91
79,58
80,97
81,45
82,36
83,71
84,70
85,74
86,67
87,81
88,32
89,80
90,88
91,35
92,83
93,47
94,96
95,65
96,37
97,95
98,73
99,30
100,69
