studentId,marks
1,64
2,89
3,51
4,99
5,48
6,89
7,53
8,99
9,75
10,36
11,93
12,67
13,80
14,53
15,72
16,66
17,62
18,74
19,100
20,86
21,42
22,52
23,99
24,43
25,51
26,79
27,32
28,53
29,42
30,72
31,69
32,38
33,57
34,69
35,68
36,84
37,58
38,99
39,32
40,91
41,82
42,60
43,36
44,85
45,88
46,40
47,61
48,54
49,61
50,56
51,48
52,92
53,32
54,79
55,81
56,62
57,59
58,91
59,36
60,56
61,52
62,37
63,94
64,53
65,91
66,51
67,74
68,92
69,97
70,31
71,37
72,93
73,55
74,37
75,68
76,55
77,73
78,36
79,71
80,86
81,72
82,75
83,39
84,40
85,94
86,57
87,75
88,60
89,52
90,60
91,94
92,85
93,36
94,75
95,37
96,76
97,55
98,72
99,43
100,70
