studentId,marks
1,84
2,41
3,37
4,54
5,37
6,92
7,50
8,90
9,36
10,61
11,36
12,51
13,49
14,34
15,90
16,41
17,40
18,54
19,49
20,32
21,94
22,30
23,93
24,40
25,79
26,96
27,36
28,37
29,34
30,71
31,33
32,41
33,97
34,88
35,49
36,73
37,33
38,39
39,87
40,44
41,90
42,44
43,61
44,69
45,35
46,60
47,84
48,48
49,67
50,45
51,55
52,68
53,65
54,81
55,53
56,95
57,32
58,71
59,72
60,43
61,76
62,80
63,71
64,52
65,86
66,51
67,80
68,44
69,86
70,52
71,45
72,51
73,85
74,38
75,81
76,55
77,78
78,89
79,46
80,39
81,64
82,36
83,58
84,76
85,64
86,62
87,51
88,43
89,92
90,53
91,91
92,97
93,32
94,98
95,95
96,31
97,69
98,40
99,95
100,82
