studentId,marks
1,49
2,55
3,36
4,85
5,60
6,92
7,65
8,79
9,30
10,35
11,82
12,54
13,85
14,54
15,58
16,63
17,62
18,41
19,51
20,37
21,70
22,33
23,32
24,97
25,67
26,46
27,69
28,70
29,64
30,57
31,97
32,47
33,46
34,84
35,74
36,56
37,58
38,37
39,62
40,48
41,58
42,46
43,33
44,99
45,50
46,84
47,72
48,54
49,33
50,54
51,77
52,31
53,70
54,57
55,65
56,62
57,35
58,47
59,61
60,45
61,67
62,69
63,46
64,64
65,74
66,98
67,91
68,32
69,36
70,92
71,50
72,56
73,46
74,97
75,46
76,98
77,85
78,62
79,78
80,45
81,96
82,99
83,53
84,77
85,98
86,91
87,65
88,94
89,92
90,57
91,97
92,70
93,67
94,77
95,35
96,62
97,69
98,95
99,31
100,75
