studentId,marks
1,66
2,42
3,36
4,61
5,93
6,72
7,48
8,95
9,76
10,92
11,60
12,75
13,82
14,54
15,83
16,31
17,59
18,56
19,45
20,39
21,63
22,89
23,82
24,89
25,62
26,69
27,81
28,93
29,90
30,79
31,82
32,35
33,80
34,100
35,83
36,69
37,48
38,41
39,41
40,98
41,50
42,85
43,61
44,33
45,51
46,59
47,42
48,33
49,96
50,69
51,40
52,90
53,99
54,99
55,68
56,91
57,78
58,93
59,85
60,100
61,40
62,71
63,91
64,77
65,36
66,71
67,76
68,74
69,80
70,72
71,57
72,43
73,63
74,38
75,36
76,61
77,67
78,46
79,55
80,81
81,49
82,75
83,78
84,36
85,94
86,89
87,75
88,79
89,69
90,57
91,41
92,95
93,93
94,42
95,90
96,43
97,99
98,87
99,57
100,34
