studentId,marks
1,97
2,98
3,95
4,85
5,61
6,89
7,83
8,58
9,38
10,45
11,83
12,77
13,66
14,35
15,48
16,48
17,46
18,100
19,45
20,90
21,41
22,60
23,41
24,41
25,91
26,89
27,40
28,45
29,41
30,44
31,93
32,46
33,45
34,82
35,62
36,52
37,67
38,35
39,94
40,80
41,33
42,39
43,52
44,89
45,37
46,67
47,49
48,57
49,51
50,46
51,66
52,44
53,89
54,74
55,98
56,96
57,70
58,67
59,90
60,92
61,31
62,61
63,67
64,77
65,46
66,99
67,55
68,30
69,95
70,44
71,51
72,34
73,72
74,71
75,73
76,96
77,92
78,41
79,65
80,84
81,82
82,88
83,92
84,99
85,50
86,77
87,76
88,31
89,75
90,34
91,57
92,34
93,82
94,36
95,72
96,96
97,75
98,31
99,39
100,42
