studentId,marks
1,93
2,89
3,95
4,82
5,38
6,73
7,52
8,45
9,74
10,95
11,41
12,60
13,73
14,74
15,40
16,37
17,61
18,36
19,96
20,89
21,39
22,60
23,67
24,58
25,71
26,42
27,69
28,72
29,32
30,50
31,73
32,88
33,68
34,90
35,99
36,91
37,71
38,34
39,41
40,70
41,80
42,66
43,49
44,66
45,73
46,92
47,78
48,91
49,33
50,87
51,71
52,67
53,42
54,59
55,53
56,66
57,59
58,86
59,99
60,58
61,96
62,68
63,56
64,78
65,85
66,78
67,39
68,82
69,58
70,69
71,78
72,96
73,86
74,44
75,74
76,87
77,32
78,81
79,38
80,89
81,61
82,39
83,51
84,34
85,38
86,93
87,99
88,71
89,94
90,72
91,62
92,57
93,58
94,87
95,42
96,70
97,59
98,51
99,83
100,47
