studentId,marks
1,32
2,49
3,40
4,60
5,47
6,72
7,55
8,83
9,41
10,51
11,89
12,79
13,85
14,73
15,39
16,88
17,33
18,54
19,99
20,78
21,79
22,36
23,71
24,78
25,50
26,93
27,87
28,75
29,83
30,93
31,55
32,65
33,95
34,42
35,74
36,61
37,52
38,91
39,53
40,62
41,38
42,59
43,58
44,58
45,46
46,37
47,56
48,78
49,72
50,99
51,84
52,39
53,91
54,41
55,69
56,43
57,30
58,59
59,91
60,73
61,63
62,63
63,30
64,89
65,76
66,37
67,81
68,48
69,69
70,69
71,44
72,38
73,49
74,62
75,32
76,32
77,88
78,84
79,60
80,90
81,42
82,73
83,85
84,67
85,31
86,92
87,30
88,57
89,59
90,54
91,69
92,43
93,84
94,50
95,75
96,35
97,34
98,38
99,95
100,70
