studentId,marks
1,36
2,55
3,60
4,86
5,61
6,83
7,96
8,70
9,57
10,41
11,37
12,81
13,91
14,76
15,91
16,43
17,90
18,74
19,69
20,50
21,90
22,65
23,76
24,46
25,83
26,81
27,48
28,95
29,81
30,94
31,37
32,86
33,41
34,74
35,36
36,95
37,56
38,30
39,90
40,30
41,70
42,97
43,82
44,51
45,96
46,33
47,84
48,68
49,83
50,50
51,56
52,72
53,34
54,45
55,86
56,40
57,57
58,88
59,43
60,75
61,52
62,96
63,65
64,31
65,35
66,47
67,67
68,92
69,83
70,53
71,68
72,85
73,97
74,80
75,79
76,98
77,69
78,40
79,76
80,87
81,33
82,62
83,35
84,87
85,32
86,44
87,54
88,47
89,60
90,30
91,30
92,41
93,34
94,37
95,78
96,52
97,30
98,57
99,73
100,93
