studentId,marks
1,40
2,75
3,67
4,96
5,95
6,50
7,95
8,89
9,50
10,100
11,32
12,95
13,69
14,97
15,85
16,33
17,64
18,59
19,76
20,41
21,73
22,55
23,39
24,89
25,70
26,65
27,37
28,88
29,98
30,41
31,30
32,70
33,47
34,62
35,79
36,78
37,45
38,34
39,59
40,44
41,53
42,96
43,84
44,75
45,100
46,86
47,96
48,67
49,88
50,90
51,85
52,96
53,73
54,60
55,56
56,60
57,36
58,95
59,70
60,54
61,49
62,89
63,73
64,41
65,79
66,49
67,65
68,60
69,83
70,88
71,91
72,44
73,63
74,48
75,40
76,57
77,87
78,97
79,35
80,98
81,97
82,62
83,87
84,90
85,93
86,54
87,75
88,54
89,33
90,100
91,32
92,97
93,72
94,96
95,67
96,46
97,49
98,96
99,63
100,99
