studentId,marks
1,37
2,83
3,82
4,46
5,66
6,72
7,83
8,41
9,37
10,32
11,96
12,95
13,86
14,83
15,51
16,77
17,93
18,94
19,65
20,39
21,75
22,49
23,56
24,36
25,55
26,41
27,31
28,77
29,74
30,40
31,38
32,90
33,65
34,73
35,71
36,66
37,100
38,91
39,73
40,83
41,41
42,92
43,33
44,41
45,69
46,55
47,55
48,40
49,90
50,88
51,58
52,59
53,53
54,45
55,87
56,61
57,37
58,65
59,51
60,86
61,50
62,73
63,32
64,53
65,62
66,54
67,44
68,71
69,56
70,44
71,39
72,60
73,36
74,99
75,75
76,44
77,39
78,45
79,30
80,53
81,59
82,53
83,58
84,45
85,47
86,35
87,41
88,100
89,64
90,84
91,74
92,44
93,51
94,95
95,32
96,47
97,51
98,80
99,65
100,72
