studentId,marks
1,64
2,88
3,72
4,54
5,37
6,76
7,74
8,52
9,57
10,92
11,82
12,79
13,62
14,54
15,70
16,77
17,69
18,71
19,64
20,84
21,81
22,61
23,33
24,88
25,76
26,38
27,45
28,96
29,90
30,44
31,74
32,51
33,91
34,56
35,90
36,34
37,80
38,91
39,81
40,93
41,50
42,88
43,63
44,81
45,64
46,67
47,81
48,57
49,54
50,55
51,98
52,35
53,38
54,31
55,62
56,41
57,92
58,79
59,82
60,61
61,95
62,55
63,50
64,96
65,81
66,79
67,55
68,75
69,75
70,62
71,57
72,83
73,94
74,57
75,66
76,45
77,52
78,62
79,45
80,42
81,35
82,63
83,82
84,91
85,42
86,37
87,69
88,33
89,88
90,100
91,36
92,61
93,64
94,96
95,34
96,51
97,71
98,49
99,65
100,93
