studentId,marks
1,74
2,69
3,99
4,37
5,99
6,84
7,75
8,33
9,31
10,38
11,66
12,60
13,66
14,53
15,87
16,95
17,65
18,68
19,52
20,45
21,70
22,66
23,31
24,58
25,88
26,80
27,90
28,49
29,67
30,63
31,88
32,92
33,34
34,57
35,30
36,34
37,50
38,100
39,95
40,71
41,72
42,68
43,84
44,98
45,59
46,49
47,61
48,96
49,36
50,52
51,48
52,66
53,80
54,85
55,92
56,98
57,52
58,78
59,32
60,32
61,68
62,93
63,69
64,67
65,91
66,78
67,70
68,61
69,44
70,85
71,51
72,45
73,49
74,49
75,81
76,64
77,52
78,65
79,79
80,49
81,64
82,74
83,35
84,56
85,65
86,76
87,39
88,34
89,66
90,81
91,68
92,51
93,50
94,42
95,50
96,33
97,99
98,81
99,82
100,48
