studentId,marks
1,43
2,74
3,87
4,98
5,92
6,43
7,58
8,56
9,34
10,78
11,58
12,38
13,98
14,43
15,93
16,44
17,92
18,60
19,90
20,47
21,32
22,95
23,62
24,81
25,30
26,65
27,78
28,40
29,93
30,36
31,60
32,70
33,81
34,74
35,44
36,78
37,37
38,46
39,92
40,76
41,92
42,40
43,63
44,53
45,37
46,45
47,86
48,80
49,88
50,75
51,63
52,93
53,93
54,76
55,87
56,99
57,99
58,45
59,98
60,62
61,52
62,56
63,31
64,100
65,63
66,96
67,39
68,62
69,44
70,52
71,88
72,100
73,68
74,80
75,70
76,77
77,89
78,32
79,37
80,30
81,55
82,38
83,33
84,80
85,35
86,79
87,48
88,65
89,35
90,69
91,35
92,35
93,67
94,84
95,36
96,54
97,66
98,93
99,88
100,30
