studentId,marks
1,39
2,93
3,75
4,98
5,83
6,51
7,36
8,92
9,38
10,70
11,83
12,72
13,59
14,66
15,62
16,67
17,53
18,48
19,94
20,69
21,82
22,89
23,92
24,72
25,58
26,47
27,36
28,86
29,84
30,77
31,48
32,74
33,74
34,35
35,93
36,47
37,47
38,52
39,47
40,50
41,74
42,47
43,56
44,45
45,47
46,58
47,58
48,85
49,89
50,68
51,96
52,88
53,66
54,79
55,51
56,67
57,68
58,90
59,93
60,97
61,55
62,68
63,60
64,42
65,67
66,85
67,43
68,88
69,32
70,61
71,37
72,60
73,90
74,40
75,55
76,89
77,52
78,64
79,97
80,89
81,85
82,61
83,70
84,32
85,49
86,67
87,94
88,32
89,57
90,70
91,94
92,96
93,35
94,94
95,88
96,74
97,53
98,66
99,91
100,46
