studentId,marks
1,49
2,42
3,46
4,79
5,60
6,61
7,68
8,93
9,70
10,81
11,94
12,100
13,99
14,82
15,59
16,88
17,98
18,89
19,64
20,58
21,70
22,32
23,78
24,47
25,86
26,58
27,85
28,76
29,57
30,92
31,82
32,44
33,39
34,38
35,82
36,88
37,88
38,46
39,38
40,72
41,70
42,37
43,54
44,32
45,76
46,77
47,32
48,47
49,67
50,62
51,30
52,56
53,86
54,62
55,50
56,42
57,59
58,32
59,55
60,53
61,51
62,55
63,36
64,72
65,38
66,95
67,57
68,69
69,62
70,92
71,86
72,60
73,31
74,66
75,100
76,63
77,44
78,84
79,77
80,81
81,93
82,66
83,83
84,58
85,59
86,91
87,68
88,43
89,83
90,64
91,69
92,50
93,77
94,97
95,64
96,56
97,52
98,99
99,82
100,71
