studentId,marks
1,81
2,97
3,82
4,32
5,33
6,65
7,45
8,39
9,92
10,92
11,88
12,86
13,59
14,89
15,98
16,51
17,47
18,72
19,96
20,77
21,96
22,39
23,38
24,37
25,59
26,54
27,53
28,71
29,82
30,92
31,59
32,53
33,86
34,80
35,49
36,31
37,45
38,99
39,68
40,79
41,35
42,33
43,66
44,65
45,44
46,100
47,82
48,70
49,52
50,99
51,90
52,86
53,38
54,41
55,40
56,86
57,47
58,100
59,31
60,83
61,55
62,32
63,69
64,52
65,37
66,59
67,40
68,87
69,82
70,37
71,86
72,69
73,37
74,90
75,39
76,91
77,93
78,82
79,38
80,41
81,83
82,87
83,68
84,96
85,32
86,73
87,40
88,49
89,72
90,45
91,31
92,72
93,67
94,94
95,48
96,92
97,82
98,40
99,30
100,79
