studentId,marks
1,83
2,96
3,60
4,49
5,57
6,91
7,45
8,88
9,55
10,84
11,88
12,69
13,52
14,78
15,36
16,65
17,77
18,92
19,57
20,89
21,71
22,93
23,78
24,34
25,60
26,44
27,56
28,77
29,33
30,43
31,31
32,80
33,42
34,46
35,52
36,45
37,96
38,82
39,58
40,34
41,86
42,98
43,38
44,64
45,82
46,78
47,31
48,86
49,52
50,33
51,42
52,78
53,71
54,31
55,32
56,73
57,74
58,36
59,91
60,69
61,85
62,37
63,96
64,75
65,60
66,66
67,31
68,60
69,66
70,78
71,90
72,71
73,53
74,67
75,88
76,73
77,84
78,41
79,89
80,76
81,55
82,49
83,73
84,58
85,44
86,67
87,69
88,60
89,69
90,36
91,67
92,48
93,99
94,76
95,64
96,46
97,37
98,88
99,76
100,83
