studentId,marks
1,61
2,40
3,40
4,79
5,83
6,89
7,54
8,99
9,31
10,57
11,61
12,59
13,89
14,97
15,44
16,82
17,35
18,83
19,62
20,56
21,66
22,31
23,30
24,90
25,30
26,69
27,89
28,45
29,94
30,33
31,61
32,39
33,70
34,45
35,41
36,80
37,35
38,76
39,39
40,93
41,77
42,92
43,80
44,51
45,85
46,65
47,51
48,87
49,74
50,35
51,49
52,47
53,36
54,76
55,80
56,31
57,35
58,70
59,47
60,50
61,74
62,69
63,74
64,53
65,40
66,52
67,99
68,49
69,74
70,77
71,58
72,67
73,60
74,89
75,58
76,89
77,88
78,36
79,88
80,32
81,69
82,64
83,99
84,37
85,47
86,87
87,87
88,40
89,84
90,37
91,69
92,61
93,70
94,92
95,46
96,43
97,64
98,51
99,33
100,91
