studentId,marks
1,83
2,30
3,82
4,69
5,47
6,86
7,42
8,76
9,65
10,85
11,46
12,93
13,81
14,44
15,93
16,41
17,54
18,64
19,75
20,93
21,65
22,35
23,53
24,39
25,44
26,70
27,55
28,99
29,60
30,47
31,38
32,40
33,48
34,79
35,46
36,72
37,43
38,54
39,43
40,72
41,42
42,31
43,66
44,47
45,61
46,53
47,86
48,65
49,52
50,42
51,94
52,64
53,69
54,77
55,90
56,42
57,63
58,83
59,74
60,47
61,41
62,37
63,92
64,84
65,75
66,89
67,93
68,58
69,84
70,53
71,87
72,92
73,96
74,84
75,89
76,71
77,53
78,93
79,86
80,55
81,92
82,30
83,34
84,56
85,35
86,63
87,71
88,61
89,58
90,47
91,82
92,45
93,63
94,42
95,78
96,50
97,47
98,83
99,30
100,74
