studentId,marks
1,51
2,79
3,34
4,66
5,30
6,31
7,78
8,41
9,75
10,66
11,70
12,65
13,50
14,38
15,97
16,51
17,60
18,96
19,90
20,73
21,92
22,95
23,85
24,63
25,85
26,48
27,96
28,70
29,84
30,89
31,87
32,33
33,82
34,58
35,31
36,99
37,76
38,83
39,84
40,73
41,62
42,39
43,100
44,82
45,54
46,60
47,83
48,97
49,84
50,41
51,69
52,93
53,98
54,58
55,53
56,35
57,84
58,43
59,52
60,81
61,64
62,53
63,64
64,70
65,84
66,94
67,86
68,93
69,79
70,55
71,46
72,59
73,48
74,74
75,33
76,36
77,53
78,95
79,55
80,89
81,37
82,38
83,98
84,38
85,62
86,61
87,86
88,55
89,41
90,62
91,60
92,58
93,57
94,60
95,33
96,94
97,41
98,43
99,75
100,95
