studentId,marks
1,87
2,75
3,88
4,34
5,73
6,92
7,62
8,97
9,36
10,96
11,52
12,89
13,89
14,67
15,91
16,40
17,99
18,96
19,38
20,63
21,99
22,66
23,52
24,68
25,94
26,81
27,92
28,35
29,56
30,43
31,98
32,78
33,62
34,54
35,47
36,93
37,75
38,94
39,70
40,95
41,66
42,97
43,37
44,83
45,57
46,91
47,82
48,57
49,68
50,39
51,30
52,64
53,36
54,86
55,75
56,53
57,37
58,56
59,63
60,81
61,72
62,61
63,49
64,47
65,39
66,97
67,80
68,38
69,30
70,40
71,44
72,85
73,81
74,37
75,69
76,87
77,79
78,81
79,61
80,76
81,55
82,40
83,82
84,30
85,48
86,70
87,85
88,82
89,62
90,85
91,40
92,69
93,92
94,88
95,70
96,62
97,89
98,47
99,47
100,84
